genre,level,title,time
DocumentarySpecial Interest,R (for language),Startup.com,18-Sep-01
Art House & InternationalDramaRomance,G,The Road Home (Wo de fu qin mu qin),25-May-01
DocumentarySports & Fitness,PG-13 (for language and some drug references),Dogtown and Z-Boys,19-Jan-01
AnimationComedyKids & Family,PG (for mild language and some crude humor),Shrek,18-May-01
Art House & InternationalComedyDramaRomance,R (for sexual content),Amélie,2-Nov-01
Drama,"R (for disturbing violent images, language, sexual content and some drug use)",Apocalypse Now Redux,17-Aug-01
Art House & InternationalDrama,"R (for violence/gore, language and sexuality)",Amores Perros,30-Mar-01
Art House & InternationalDramaMystery & Suspense,"R (for violence, language and some sexuality)",The Devil's Backbone (El Espinazo del diablo),21-Nov-01
DramaRomance,PG-13 (adult situations/language),Last Resort,23-Feb-01
Action & AdventureArt House & InternationalDrama,PG-13 (for martial arts action/violence and brief sexuality),Iron Monkey,12-Oct-01
Art House & InternationalDrama,R,Sous le sable (Under the Sand),4-May-01
Art House & InternationalDrama,R (for violence and language),No Man's Land,21-Dec-01
ComedyDramaMusical & Performing Arts,R (for sexual content and language),Hedwig and the Angry Inch,19-Jan-01
Art House & InternationalComedyDramaRomance,"R (for strong sexual content involving teens, drug use and language)",Y Tu Mama Tambien,1-Apr-01
Art House & InternationalComedyDramaMusical & Performing Arts,PG (for language and some violence),Lagaan: Once Upon a Time in India,15-Jun-01
Action & AdventureComedyKids & FamilyMystery & Suspense,PG (for action sequences and brief language),Spy Kids,30-Mar-01
ComedyDrama,R (for strong language and some sexual content),Ghost World,20-Jul-01
ComedyDrama,NR,I'm Going Home,1-Jan-01
Art House & InternationalDrama,R (for some violence and language),In the Bedroom,23-Nov-01
Art House & InternationalComedyDramaMystery & Suspense,"R (for language, some violence and a scene of nudity)",With a Friend like Harry...,4-May-01
Art House & InternationalDramaHorror,NR,Werckmeister Harmonies,1-Jan-01
Action & AdventureClassicsDramaScience Fiction & Fantasy,PG-13 (for epic battle sequences and some scary images),The Lord of the Rings: The Fellowship of the Ring,19-Dec-01
ComedyDrama,PG-13 (for brief strong language),The Dish,14-Mar-01
Action & AdventureArt House & InternationalDramaRomance,PG-13 (for martial arts violence and some sexuality),"Crouching Tiger, Hidden Dragon",12-Jan-01
AnimationComedyKids & FamilyScience Fiction & Fantasy,G (All Ages Admitted),"Monsters, Inc.",2-Nov-01
ComedyRomance,R (for graphic nudity and some sexuality),Dr. T and the Women,13-Oct-00
DocumentarySpecial Interest,G,The Endurance,21-Sep-01
Art House & InternationalComedyDrama,PG-13 (for a threatening incident),Kikujiro,12-Dec-00
Art House & InternationalDramaRomance,R (for a scene of sexuality and language),Alice et Martin,23-Jan-01
Action & AdventureMystery & Suspense,PG-13 (for intense sequences of violent action and some sensuality),Mission: Impossible 2,31-Dec-00
HorrorScience Fiction & Fantasy,"R (for sci-fi violence and gore, and for language)",Pitch Black,18-Feb-00
Art House & InternationalComedyDocumentaryDrama,PG-13 (for sensuality),Time Out (L' Emploi du temps),1-Jan-01
DramaWesternRomance,"R (for sexuality, and some language and violence)",The Claim,29-Dec-00
Art House & InternationalDrama,"R (for some strong sexuality, and for language)",Wonderland,28-Jul-00
ComedyDramaRomance,PG (for language and thematic elements),Return to Me,7-Apr-00
Action & AdventureArt House & InternationalDramaRomance,"R (for disturbing images, language and some sexual content)",Der Krieger und die Kaiserin (The Princess and the Warrior),22-Jun-00
DramaMystery & SuspenseRomance,R (for some violence),Hamlet,12-May-00
Comedy,"R (for strong sexual content, crude humor, language and drug use)",Road Trip,19-May-00
DramaMystery & Suspense,"R (for violence, language, and sexuality/nudity)",The Gift,20-Dec-00
ComedyRomance,PG-13 (for a scene of sensuality and some violence),Chocolat,15-Dec-00
ComedyDrama,PG-13 (adult situations/language),Anywhere but Here,1-Jun-00
Comedy,PG-13 (for sex-related material and language),Bring It On,25-Aug-00
Drama,"R (for language, violence and a scene of sexuality)",The Yards,20-Oct-00
ComedyDrama,PG (for language),Small Time Crooks,19-May-00
AnimationKids & Family,G,The Tigger Movie,11-Feb-00
Art House & InternationalComedyDrama,R (for language and sexuality),About Adam,28-Jan-00
ComedyDrama,"R (for drug use, sexuality, language and a scene of violence)",Timecode,28-Apr-00
Action & AdventureDrama,R (for strong war violence),The Patriot,28-Jun-00
ComedyDrama,R (for drug content and language),Saving Grace,1-Sep-00
DocumentaryMusical & Performing Arts,PG-13 (for brief language),Grateful Dawg,5-Feb-02
Action & AdventureDramaMystery & Suspense,PG-13 (for war violence),U-571,21-Apr-00
DramaMusical & Performing Arts,R (for some violence),Dancer in the Dark,23-Sep-00
Art House & InternationalComedyDrama,PG (for brief mild language),Shadow Magic,1-Oct-00
ComedyRomance,PG-13 (for some sexuality and language),Keeping the Faith,14-Apr-00
Action & AdventureComedy,"PG-13 (for action violence, innuendo and some sensuality/nudity)",Charlie's Angels,3-Nov-00
Action & AdventureAnimationKids & Family,PG (for intense images),Dinosaur,19-May-00
ComedyDramaHorrorMystery & Suspense,"R (for strong violence, sexuality, drug use and language)",American Psycho,14-Apr-00
Action & AdventureDramaMystery & SuspenseScience Fiction & Fantasy,PG-13 (for intense violence and disturbing images),Frequency,28-Apr-00
DramaMystery & Suspense,"R (adult situations/language, nudity, violence)",Boiler Room,18-Feb-00
Art House & InternationalDrama,NR,Code Unknown (Code inconnu: Récit incomplet de divers voyages),1-Jan-00
ComedyDrama,R,The Big Kahuna,28-Apr-00
Action & AdventureDrama,R (for strong violence and language),Shaft,16-Jun-00
DramaKids & Family,PG (for some violent content and mild language),My Dog Skip,3-Mar-00
DramaMystery & SuspenseScience Fiction & Fantasy,"PG-13 (for mature thematic elements incl. some disturbing violent content, & for a crude sexual reference)",Unbreakable,22-Nov-00
Action & AdventureDrama,"R (for violence, pervasive language, a scene of strong sexuality and some drug use)",Tigerland,6-Oct-00
Drama,PG (for thematic elements and some language),Remember the Titans,20-Mar-01
AnimationKids & Family,G,Rugrats in Paris - The Movie,17-Nov-00
Action & AdventureArt House & InternationalDramaMystery & Suspense,"R (for strong brutal violence, pervasive language, and brief drug use and nudity)",Gangster No. 1,1-Jan-00
ComedyDrama,"PG-13 (for brief strong language, some sexual reference)",Finding Forrester,20-Dec-00
Drama,R (for strong thematic elements involving teens),The Virgin Suicides,21-Apr-00
DocumentarySpecial Interest,R (for depiction of mature thematic material),Keep the River on Your Right,29-Oct-02
Drama,"R (for strong sexual content including dialogue, violence and language)",Quills,22-Nov-00
Art House & InternationalComedyDramaRomance,R (for language and some drug use),The Tao of Steve,4-Aug-00
Action & AdventureComedyDramaScience Fiction & Fantasy,PG-13 (for some language),Space Cowboys,4-Aug-00
ComedyDrama,PG-13 (for some violence and language),"O Brother, Where Art Thou?",22-Dec-00
Action & AdventureClassicsDrama,R (for intense graphic combat),Gladiator,5-May-00
Art House & InternationalDrama,PG-13 (for thematic elements and some sex-related material),The Vertical Ray of the Sun (Mua he chieu thang dung),24-May-00
ClassicsDrama,"R (for strong sexuality, and for violence, language and nudity)",Sunshine,9-Jun-00
Action & AdventureComedyWestern,"PG-13 (for action violence, some drug humor, language and sensuality)",Shanghai Noon,26-May-00
Drama,"R (for intense depiction of drug addiction, graphic sexuality, strong language and some sexuality)",Requiem for a Dream,6-Oct-00
Art House & InternationalComedyDrama,"R (adult situations/language, sex)",Lakeboat,1-Jun-00
DramaRomance,PG (for thematic material),The House of Mirth,22-Dec-00
AnimationKids & FamilyMusical & Performing ArtsScience Fiction & Fantasy,G,Fantasia 2000,16-Jun-00
Drama,R (for language and brief sexuality),Pollock,15-Dec-00
DramaRomance,PG-13 (for sexuality and language),Love and Basketball,26-Jan-00
Action & AdventureComedyDrama,R (for strong violence and language),Ghost Dog - The Way of the Samurai,3-Mar-00
Art House & InternationalDramaMystery & Suspense,"PG (adult situations/language, nudity, sex)",Merci pour le chocolat,25-Oct-00
DramaMystery & Suspense,R (for strong sexual content and language),The Contender,13-Oct-00
ComedyDrama,R (for language and drug content),Wonder Boys,8-Nov-00
ComedyDrama,R (for sexuality and language),Chuck & Buck,14-Jul-00
DramaHorrorMystery & Suspense,"R (for some sexuality, drug content, violence and langauge)",Shadow of the Vampire,29-Dec-00
Art House & InternationalDrama,R (for some sexuality),Chunhyangdyun,16-Oct-01
Drama,PG-13 (for brief strong language),Thirteen Days,25-Dec-00
Action & AdventureScience Fiction & Fantasy,PG-13 (for sci-fi action violence),X-Men,14-Jul-00
ComedyDrama,"R (for strong violence, pervasive language and a scene of sexuality)",Nurse Betty,8-Sep-00
Action & AdventureArt House & InternationalDramaMystery & Suspense,NR,Battle Royale,1-Jan-00
Art House & InternationalComedyDrama,"R (for strong sexual content, some drug use and language - all involving teens)",Nico and Dani (Krámpack),16-Jun-00
ComedyDocumentary,R (for sexual humor and language),The Original Kings of Comedy,27-Feb-01
ComedyDramaMusical & Performing Arts,R (for language),Billy Elliot,3-Nov-00
ComedyDrama,R (for language),Erin Brockovich,17-Mar-00
Comedy,"PG-13 (for sexual content, drug references and language)",Meet the Parents,6-Oct-00
AnimationKids & FamilyScience Fiction & Fantasy,G,The Emperor's New Groove,15-Dec-00
Comedy,R (for language and brief sexual images),State and Main,22-Dec-00
Art House & InternationalDrama,NR,George Washington,27-Oct-00
DramaSports & Fitness,R (For language),Girlfight,29-Sep-00
ComedyDramaMystery & Suspense,"R (for pervasive language, strong violence and some sexuality)",Sexy Beast,1-Apr-00
Horror,R (for strong language and disturbing images),Exorcist: The Version You've Never Seen,22-Sep-00
Art House & InternationalDramaRomance,NR (adult situations/language),Aimée & Jaguar,11-Aug-00
Art House & InternationalDrama,R (for a scene of sexuality and brief violence),The Widow of Saint-Pierre (The Widow of St. Pierre) (La veuve de Saint-Pierre),21-Oct-00
Action & AdventureDrama,PG-13 (for intense action sequences and some disturbing images),Cast Away,22-Dec-00
ComedyDrama,"R (for language, drug content and brief nudity)",Almost Famous,15-Sep-00
DocumentaryMusical & Performing Arts,"R (for pervasive strong language, drugs and sexual content)",The Filth and the Fury,10-Oct-00
DocumentarySpecial Interest,NR,Dark Days,25-Sep-01
ComedyDrama,G,Not One Less,18-Feb-00
DramaMystery & Suspense,R,Croupier,21-Apr-00
Comedy,PG-13 (for language and sex-related material),Best in Show,29-Sep-00
DramaMystery & Suspense,"R (for violence, language and some drug content)",Memento,5-Sep-00
Drama,"R (for language, some drug use and a scene of sexuality)",You Can Count On Me,10-Nov-00
Art House & InternationalDrama,NR,Yi Yi,6-Oct-00
DocumentarySpecial InterestSports & Fitness,PG,The Life and Times of Hank Greenberg,12-Jan-00
Art House & InternationalComedyDrama,R (For language and drug content),The Taste of Others (Le goût des autres),1-Jan-00
Action & AdventureAnimationComedyDramaKids & Family,G,Chicken Run,21-Jun-00
Drama,R (for language and elements of violence),Panic,23-Oct-01
Art House & InternationalDrama,R (for language),The Legend of 1900 (La leggenda del pianista sull'oceano),29-Oct-99
DramaMystery & Suspense,"R (for strong graphic violence and sexuality, pervasive strong language and drug use)",Summer of Sam,2-Jul-99
Art House & InternationalDrama,R (for sexual content and some language),Angela's Ashes,25-Dec-99
ComedyDrama,PG-13 (for brief nudity),The Muse,1-Aug-99
ComedyDrama,R (for language and some sexuality),High Fidelity,31-Mar-00
Drama,"R (for pervasive drug content, strong language, violence and some sexuality)",Traffic,27-Dec-00
Action & AdventureDrama,R (for strong language and some nudity/sexuality),Any Given Sunday,22-Dec-99
Action & AdventureMystery & Suspense,"PG-13 (for intense sequences of action violence, some sexuality and innuendo)",The World Is Not Enough,19-Nov-99
Drama,"R (for strong sexual dialogue and sexual situations involving teens, language and drug use)",Cruel Intentions,5-Mar-99
Drama,"R (for strong language and content relating to drugs, sexuality and suicide)","Girl, Interrupted",21-Dec-99
ComedyDrama,"R (for sex-related images, language and drug content)",Mumford,24-Sep-99
Comedy,PG-13 (for sex-related material and some drug content),Never Been Kissed,9-Apr-99
ComedyRomance,"PG-13 (for brief language, sex and drug references)",Blast From the Past,12-Feb-99
DramaMystery & Suspense,R (for language and some violence),True Crime,19-Mar-99
ComedyDrama,R (for strong language and some strong sexuality),The Wood,16-Jul-99
Action & AdventureComedyScience Fiction & Fantasy,PG-13 (for comic action violence and crude humor),Mystery Men,22-Jul-99
Cult MoviesKids & FamilyScience Fiction & Fantasy,PG (for sci-fi action/violence),Star Wars: Episode I - The Phantom Menace,9-May-99
ComedyKids & FamilyScience Fiction & Fantasy,G (nothing objectionable),Muppets From Space,14-Jul-99
Action & AdventureDramaMystery & Suspense,"R (for strong violence, language, and drug and sexual content)",Payback,5-Feb-99
Action & AdventureDramaRomance,R (for graphic war violence),Ride With the Devil,24-Nov-99
Comedy,"PG-13 (for sex-related situations, partial nudity and crude language)",EDtv,26-Mar-99
DramaMystery & Suspense,"R (adult situations/language, violence)",Arlington Road,9-Jul-99
Comedy,"R (for strong sexuality, crude sexual dialogue, language and drinking, all involving teens)",American Pie,9-Jul-99
DramaKids & Family,PG (for brief mild language and sensuality),Music of the Heart,29-Oct-99
Drama,R (for some language and sexuality),Cradle Will Rock,8-Dec-99
Drama,R (Some Sexuality and Language),A Map of the World,3-Dec-99
Action & AdventureHorrorMystery & Suspense,PG-13 (for pervasive adventure violence and some partial nudity),The Mummy,1-Jun-99
Action & AdventureDramaHorrorMystery & SuspenseScience Fiction & Fantasy,"R (for graphic shark attacks, and for language)",Deep Blue Sea,28-Jul-99
Comedy,"PG-13 (for crude sex-related humor and dialogue, alcohol and drug-related scenes, all involving teens)",10 Things I Hate About You,31-Mar-99
